Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,words_count,stopwords_count,blobs_polarity,words_neg_count,words_pos_count,words_curse_count,avg_most_common_words_size,words_repeat_count,words_negative_pct,words_positive_pct,words_curse_pct,words_repeat_pct,stopwords_pct
Drip Too Hard Lil Baby & Gunna,Lil Baby,78QR3Wp35dqAhFEc2qAGjE,"['atl hip hop', 'atl trap', 'rap']",1,13,2018-10-05,5,3,2018,0,0.0852,0.897,145543,0.662,0.0,1,0.534,-6.903,0,0.292,112.511,4,0.389,2471.0,186,0,672,100,13,5.28,236,27.2,4.05,0.53,9.55,7.53
3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,"['alternative pop rock', 'pop']",0,6,2018-10-16,2,3,2018,0,0.223,0.815,177667,0.518,0.0,7,0.104,-6.5939999999999985,0,0.0897,151.891,4,0.877,1946.0,182,0,72,450,1,5.38,176,3.7,23.12,0.05,9.04,9.35
BUTTERFLY EFFECT,Travis Scott,2cYqizR4lgvp4Qu6IQ3qGN,['rap'],1,17,2018-08-03,5,2,2018,0,0.0531,0.763,190557,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193,1922.0,126,0,696,400,0,5.0,187,36.21,20.81,0.0,9.73,6.56
Nothing Breaks Like a Heart,Mark Ronson,27rdGxbavYJeBphck5MZAF,"['dance pop', 'pop', 'post-teen pop']",0,1,2018-11-30,5,3,2018,0,0.00987,0.601,217467,0.794,1.36e-06,7,0.388,-5.8439999999999985,0,0.0671,114.066,4,0.244,1891.0,98,0,1920,400,0,5.28,211,101.53,21.15,0.0,11.16,5.18
Beautiful,Bazzi,4VUwkH455At9kENOfzTqmF,"['pop', 'post-teen pop']",0,1,2018-08-02,4,2,2018,0,0.34600000000000003,0.638,180000,0.7170000000000001,0.0,2,0.105,-4.722,1,0.0337,100.027,4,0.249,1507.0,94,1,768,1325,0,5.54,137,50.96,87.92,0.0,9.09,6.24
Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",0,1,2018-07-18,3,2,2018,0,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.127999999999999,1,0.047,88.335,3,0.458,1412.0,111,0,624,725,0,5.21,125,44.19,51.35,0.0,8.85,7.86
Mama,Clean Bandit,3WDIhWoRWVcaHdRwMEHkkS,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",1,16,2018-11-30,5,3,2018,0,0.225,0.737,189973,0.7140000000000001,3.79e-06,1,0.267,-6.138,0,0.0367,102.046,4,0.608,1549.0,118,0,552,575,2,5.25,126,35.64,37.12,0.13,8.13,7.62
Solo,Clean Bandit,6kPJZM97LwdG9QIsT7khp6,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0,1,2018-05-17,4,1,2018,0,0.0441,0.737,222653,0.636,6.659999999999999e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565,2321.0,102,0,1104,250,0,5.27,259,47.57,10.77,0.0,11.16,4.39
Be Alright,Dean Lewis,3EPXxR3ImUwfayaurPi3cm,"['australian pop', 'pop']",0,1,2018-06-29,5,2,2018,0,0.6970000000000001,0.5529999999999999,196373,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.443,1824.0,122,0,504,650,0,5.3,181,27.63,35.64,0.0,9.92,6.69
Promises,Calvin Harris,5N5k9nd479b1xpDZ4usjrg,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0,1,2018-08-17,5,2,2018,0,0.0119,0.7809999999999999,213309,0.768,4.91e-06,11,0.325,-5.9910000000000005,1,0.0394,123.07,4,0.486,1592.0,85,0,432,200,0,5.4,154,27.14,12.56,0.0,9.67,5.34
Dancing On My Own,Calum Scott,2BOqDYLOJBiMOXShCV1neZ,"['neo mellow', 'pop', 'viral pop']",1,14,2018-03-09,5,1,2018,0,0.8390000000000001,0.682,260285,0.173,3.26e-05,1,0.0983,-8.749,1,0.0314,112.663,4,0.236,1302.0,100,0,240,325,0,5.32,104,18.43,24.96,0.0,7.99,7.68
You Are The Reason,Calum Scott,69vToJ9BMbbLlFZo7k7A7B,"['neo mellow', 'pop', 'viral pop']",1,14,2018-03-09,5,1,2018,0,0.918,0.331,204326,0.235,0.0,10,0.13699999999999998,-7.7,1,0.0299,171.232,3,0.218,849.0,48,0,168,125,0,5.29,84,19.79,14.72,0.0,9.89,5.65
Praise The Lord Da Shine,AsAP Rocky,7ycWLEP1GsNjVvcjawXz3z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1,15,2018-05-25,5,1,2018,0,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152000000000001,0,0.136,80.02,4,0.294,2423.0,138,0,336,275,4,5.25,263,13.87,11.35,0.17,10.85,5.7
Lean Wit Me,Juice WRLD,3oDkdAySo1VQQG0ptV7uwa,"['chicago rap', 'melodic rap']",1,17,2018-12-10,1,4,2018,0,0.0414,0.665,175755,0.6509999999999999,0.0,1,0.0896,-5.515,1,0.156,163.935,4,0.237,1880.0,152,0,528,400,9,5.11,158,28.09,21.28,0.48,8.4,8.09
a lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,"['atl hip hop', 'rap', 'trap']",1,15,2018-12-21,5,4,2018,0,0.0395,0.8370000000000001,288624,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.274,4758.0,321,0,480,950,23,5.49,423,10.09,19.97,0.48,8.89,6.75
Roses,benny blanco,1KVczjazCcCCgM3gXXUl47,"['electropop', 'pop', 'pop rap', 'post-teen pop']",1,7,2018-12-07,5,4,2018,0,0.168,0.612,223543,0.601,0.0,8,0.117,-7.089,1,0.16399999999999998,147.018,4,0.525,2291.0,164,0,432,200,7,5.1,210,18.86,8.73,0.31,9.17,7.16
Chlorine,Twenty One Pilots,23OXdR7YuUBVWh5hSnYJau,"['modern rock', 'rock']",1,14,2018-10-05,5,3,2018,0,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315,2223.0,151,0,264,50,0,5.82,210,11.88,2.25,0.0,9.45,6.79
Woman Like Me,Little Mix,222B3aljXx6fFwKmFjuBED,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1,18,2018-11-16,5,3,2018,0,0.177,0.754,229720,0.8540000000000001,0.0,5,0.0808,-3.449,0,0.0608,75.002,4,0.8,2817.0,177,0,240,375,0,5.53,296,8.52,13.31,0.0,10.51,6.28
Flames,David Guetta,33IOhptvC2Qoy2UhjiHXLV,"['dance pop', 'edm', 'pop', 'tropical house']",0,1,2018-03-22,4,1,2018,0,0.0723,0.609,195000,0.726,8.45e-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362,1359.0,83,1,192,325,0,5.3,140,14.13,23.91,0.0,10.3,6.11
This Feeling,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,"['electropop', 'pop', 'tropical house']",1,10,2018-12-14,5,4,2018,0,0.0558,0.575,197947,0.5710000000000001,0.0,1,0.0912,-7.9060000000000015,1,0.0439,105.049,4,0.449,1465.0,124,-1,552,275,0,5.52,124,37.68,18.77,0.0,8.46,8.46
Rise,Jonas Blue,3u1S1OmAUhx5DRlLrXqyp3,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']",0,1,2018-05-25,5,1,2018,0,0.32299999999999995,0.69,194408,0.784,0.0,1,0.203,-4.6530000000000005,1,0.032,106.066,4,0.669,1740.0,93,0,768,250,0,5.49,185,44.14,14.37,0.0,10.63,5.34
REMEDY,Alesso,6jreFSOTUAViWjKyzOC4Kg,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",0,1,2018-08-31,5,2,2018,0,0.269,0.601,190295,0.775,0.0,0,0.0883,-4.612,1,0.0473,119.964,4,0.483,1458.0,96,0,264,1150,0,5.31,129,18.11,78.88,0.0,8.85,6.58
Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,['electro house'],1,15,2018-12-14,5,4,2018,0,0.0281,0.468,212107,0.627,7.97e-06,6,0.11,-5.085,1,0.0476,179.642,4,0.159,871.0,52,0,456,400,0,5.66,75,52.35,45.92,0.0,8.61,5.97
MIA,Bad Bunny,116H0KvKr2Zl4RPuVBruDO,"['latin', 'reggaeton', 'trap latino']",0,1,2018-10-11,4,3,2018,0,0.0141,0.8170000000000001,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158,2214.0,44,0,264,0,0,5.97,216,11.92,0.0,0.0,9.76,1.99
comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,"['pop', 'post-teen pop']",0,5,2018-09-28,5,3,2018,0,0.607,0.795,181613,0.17800000000000002,0.0,0,0.623,-11.991,1,0.0574,93.982,4,0.608,1049.0,67,0,120,300,0,5.78,89,11.44,28.6,0.0,8.48,6.39
Youth,Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1,14,2018-05-25,5,1,2018,0,0.56,0.534,190867,0.596,0.0,6,0.133,-6.653,0,0.117,100.121,4,0.324,1981.0,89,0,840,225,0,5.31,246,42.4,11.36,0.0,12.42,4.49
Tadow,Masego,51rPRW8NjxZoWPPjnRGzHw,"['alternative r&b', 'indie soul']",1,14,2018-09-07,5,3,2018,0,0.669,0.7040000000000001,301893,0.487,8.640000000000001e-05,9,0.111,-6.407,0,0.0604,121.726,4,0.313,1255.0,70,0,384,250,1,5.33,140,30.6,19.92,0.08,11.16,5.58
Self Care,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,"['hip hop', 'pittsburgh rap', 'rap']",1,13,2018-08-03,5,2,2018,0,0.3670000000000001,0.52,345133,0.5379999999999999,0.00187,1,0.119,-8.109,1,0.206,141.894,4,0.177,2950.0,195,0,768,1100,6,5.37,296,26.03,37.29,0.2,10.03,6.61
Everyday,Logic,4EAV2cKiqKP5UPZmY6dejk,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",1,13,2018-03-09,5,1,2018,0,0.0425,0.667,204747,0.741,0.0,1,0.0761,-4.099,1,0.0378,149.908,4,0.422,1846.0,131,0,672,625,12,5.19,175,36.4,33.86,0.65,9.48,7.1
Can We Kiss Forever,Kina,58wyJLv6yH1La9NIZPl3ne,[],0,1,2018-08-31,5,2,2018,0,0.894,0.522,187932,0.128,0.026,4,0.0941,-18.717,1,0.0357,109.986,4,0.124,421.0,35,0,72,25,0,5.27,39,17.1,5.94,0.0,9.26,8.31
Djadja,Aya Nakamura,7sKDftgGirHWTVFMtJoDoh,['basshall'],1,13,2018-11-02,5,3,2018,0,0.0617,0.8290000000000001,171133,0.797,0.0,5,0.112,-5.428,1,0.109,97.972,4,0.5489999999999999,1714.0,8,0,288,75,1,5.66,177,16.8,4.38,0.06,10.33,0.47
STARGAZING,Travis Scott,7wBJfHzpfI3032CSD7CE2m,['rap'],1,17,2018-08-03,5,2,2018,0,0.00947,0.487,270715,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564,2341.0,166,0,528,350,2,5.65,222,22.55,14.95,0.09,9.48,7.09
Ruin My Life,Zara Larsson,5tAa8Uaqr4VvA3693mbIhU,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",0,1,2018-10-18,4,3,2018,0,0.423,0.665,190932,0.6990000000000001,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585,2574.0,246,0,96,275,12,5.07,271,3.73,10.68,0.47,10.53,9.56
Candy,Doja Cat,1VJwtWR6z7SpZRwipI12be,"['la indie', 'pop']",1,13,2018-03-30,5,1,2018,0,0.513,0.6890000000000001,190920,0.516,0.0,8,0.163,-5.857,1,0.0444,124.876,4,0.209,2084.0,150,0,984,725,1,5.29,231,47.22,34.79,0.05,11.08,7.2
Electricity,Silk City,5N4erncE7kuUccm7zEmwzk,"['edm', 'house']",0,1,2018-09-06,4,3,2018,0,0.0104,0.588,238173,0.67,3.33e-06,0,0.338,-6.439,1,0.0473,118.159,4,0.505,2619.0,130,0,1296,775,0,5.62,245,49.48,29.59,0.0,9.35,4.96
YOSEMITE,Travis Scott,7lAK3oHbfEnvUQWosrMMpR,['rap'],1,17,2018-08-03,5,2,2018,0,0.28300000000000003,0.785,150043,0.5539999999999999,3.4e-06,0,0.116,-6.5710000000000015,1,0.0409,128.047,4,0.14400000000000002,1803.0,143,0,192,350,2,5.19,162,10.65,19.41,0.11,8.99,7.93
Someone You Loved,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,"['pop', 'uk pop']",0,4,2018-11-08,4,3,2018,0,0.7509999999999999,0.501,182161,0.405,0.0,1,0.105,-5.6789999999999985,1,0.0319,109.891,4,0.446,1530.0,114,0,480,600,0,5.14,127,31.37,39.22,0.0,8.3,7.45
I Love,Joyner Lucas,30z4LVkScpeNhwHFIB8Ewa,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",0,1,2018-10-17,3,3,2018,0,0.274,0.6709999999999999,210197,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,4,0.561,2990.0,179,1,432,325,13,5.37,315,14.45,10.87,0.43,10.54,5.99
Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,"['dance pop', 'pop', 'post-teen pop']",1,19,2018-10-05,5,3,2018,0,0.299,0.5529999999999999,210200,0.502,0.0,0,0.764,-5.972,1,0.0409,129.976,4,0.29600000000000004,1021.0,54,0,264,275,1,5.0,100,25.86,26.93,0.1,9.79,5.29
Polaroid,Jonas Blue,1wsLHgXJ4SKIfd5ePSX1hD,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']",0,1,2018-10-05,5,3,2018,0,0.293,0.652,193377,0.897,0.0,7,0.0722,-4.481,0,0.036000000000000004,114.033,4,0.475,1886.0,137,0,312,425,0,5.62,183,16.54,22.53,0.0,9.7,7.26
Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,"['folk-pop', 'neo-singer-songwriter', 'pop', 'pop rock']",1,11,2018-03-23,5,1,2018,0,0.28600000000000003,0.672,201287,0.735,0.0,5,0.242,-4.7330000000000005,1,0.0457,115.741,4,0.754,1538.0,72,0,528,475,0,6.12,139,34.33,30.88,0.0,9.04,4.68
Born To Be Yours,Kygo,0kHyKhJMukHEPfeh8s7rdM,"['edm', 'pop', 'tropical house']",0,1,2018-06-15,5,2,2018,0,0.3,0.688,193321,0.688,0.0,3,0.0982,-5.84,1,0.0357,114.011,4,0.451,1326.0,76,0,840,300,0,5.61,133,63.35,22.62,0.0,10.03,5.73
River,Bishop Briggs,3mRLHiSHYtC8Hk7bzZdUs1,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",1,10,2018-04-20,5,1,2018,0,0.302,0.733,216133,0.477,2.97e-06,2,0.0579,-6.737,0,0.0687,62.507,4,0.545,1887.0,133,0,168,175,0,5.06,216,8.9,9.27,0.0,11.45,7.05
bitches broken hearts,Billie Eilish,5t3Vk8bRKylx4fjj7qlbib,"['electropop', 'pop']",0,1,2018-03-30,5,1,2018,0,0.919,0.777,176472,0.422,0.00877,0,0.0958,-10.114,1,0.0482,120.041,4,0.187,962.0,75,0,96,150,1,5.09,83,9.98,15.59,0.1,8.63,7.8
These Days,Rudimental,5CLGzJsGqhCEECcpnFQA8x,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk dance', 'uk funky']",0,1,2018-01-19,5,4,2018,0,0.194,0.653,210773,0.809,0.0,0,0.165,-4.057,1,0.0474,92.213,4,0.55,2028.0,119,0,672,1150,0,5.38,207,33.14,56.71,0.0,10.21,5.87
High On Life,Martin Garrix,4ut5G4rgB1ClpMTMfjoIuy,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0,1,2018-07-29,7,2,2018,0,0.0129,0.414,230762,0.486,0.0,6,0.111,-6.431,0,0.0311,128.03799999999998,4,0.368,1314.0,98,0,480,225,2,5.18,120,36.53,17.12,0.15,9.13,7.46
Myself,Bazzi,5YLHLxoZsodDWjqSgjhBf3,"['pop', 'post-teen pop']",1,16,2018-04-12,4,1,2018,0,0.465,0.745,167553,0.561,1.12e-06,9,0.0338,-5.513,0,0.07200000000000001,195.918,4,0.902,1231.0,65,0,144,250,3,5.46,124,11.7,20.31,0.24,10.07,5.28
Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",1,14,2018-05-25,5,1,2018,0,0.255,0.713,201200,0.738,0.0,10,0.106,-6.784,1,0.374,105.027,4,0.425,1889.0,132,1,72,300,0,5.49,168,3.81,15.88,0.0,8.89,6.99
Faucet Failure,Ski Mask The Slump God,1ThmUihH9dF8EV08ku5AXN,"['miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",1,13,2018-11-30,5,3,2018,0,0.111,0.935,145627,0.552,0.0,10,0.0952,-9.373,0,0.335,99.993,4,0.615,1986.0,117,0,120,450,24,5.5,204,6.04,22.66,1.21,10.27,5.89
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,"['alternative r&b', 'viral pop']",1,12,2018-10-26,5,3,2018,0,0.544,0.515,209274,0.479,0.00598,3,0.191,-7.457999999999998,1,0.0261,88.964,4,0.284,1125.0,86,0,48,350,2,4.91,108,4.27,31.11,0.18,9.6,7.64
Look Back at It,A Boogie Wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,"['melodic rap', 'pop rap', 'rap', 'trap']",1,20,2018-12-21,5,4,2018,0,0.407,0.7909999999999999,179449,0.5870000000000001,0.0,3,0.14800000000000002,-5.075,0,0.0413,96.057,4,0.536,1802.0,117,0,360,525,5,5.61,157,19.98,29.13,0.28,8.71,6.49
